trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1784,False,"{'a': 0.9, 'e': 0.16796494198768974}",30,19,24.728519921565297,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.9, 'e': 0.16779706100018585}",30,14,15.885128940433729,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1786,False,"{'a': 0.9, 'e': 0.167629347809757}",20,8,19.735480178248437,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.9, 'e': 0.1674618022486899}",25,19,13.424731698782296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.9, 'e': 0.167294424149439}",20,11,2.7539008756067487,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1789,False,"{'a': 0.9, 'e': 0.1671272133446262}",20,11,-7.361362607335435,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1790,False,"{'a': 0.9, 'e': 0.1669601696670407}",25,16,19.388634119150847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.9, 'e': 0.16679329294963874}",25,2,-10.53517041306905,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1792,False,"{'a': 0.9, 'e': 0.16662658302554365}",20,0,13.256097893862004,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1793,False,"{'a': 0.9, 'e': 0.1664600397280455}",30,19,18.463989481631298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.9, 'e': 0.16629366289060088}",30,16,-15.861647477713799,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1795,False,"{'a': 0.9, 'e': 0.16612745234683307}",30,20,19.842372364883985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.9, 'e': 0.16596140793053138}",20,14,12.734023423673957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.9, 'e': 0.16579552947565152}",30,24,11.864488790607925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.9, 'e': 0.16562981681631492}",25,4,-22.320636891878728,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
1799,False,"{'a': 0.9, 'e': 0.16546426978680895}",25,13,20.206310170974564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.9, 'e': 0.16529888822158653}",25,2,3.8371550843554525,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
1801,False,"{'a': 0.9, 'e': 0.16513367195526615}",25,0,-2.2652303279557238,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1802,False,"{'a': 0.9, 'e': 0.16496862082263145}",30,11,27.862137556859096,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.9, 'e': 0.16480373465863135}",20,2,4.867714579908379,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1804,False,"{'a': 0.9, 'e': 0.1646390132983796}",25,6,29.488050832892274,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.9, 'e': 0.1644744565771549}",25,13,6.355187328966119,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1806,False,"{'a': 0.9, 'e': 0.16431006433040046}",30,20,16.482992939218466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.9, 'e': 0.16414583639372407}",20,8,24.98865186410203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.9, 'e': 0.16398177260289773}",20,6,8.513104657884359,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.9, 'e': 0.16381787279385768}",20,16,6.97727824458872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.9, 'e': 0.16365413680270405}",20,6,-19.167467931016365,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
1811,False,"{'a': 0.9, 'e': 0.1634905644657009}",25,5,-6.661218899442613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1812,False,"{'a': 0.9, 'e': 0.1633271556192758}",25,15,5.150214558543466,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1813,False,"{'a': 0.9, 'e': 0.16316391010001996}",30,17,-75.448374736669,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 1}",1
1814,False,"{'a': 0.9, 'e': 0.16300082774468777}",30,17,16.730803193099945,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1815,False,"{'a': 0.9, 'e': 0.16283790839019696}",20,1,-26.388147259950593,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
1816,False,"{'a': 0.9, 'e': 0.16267515187362808}",20,6,29.78570646789108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.9, 'e': 0.16251255803222467}",20,16,9.925060449097964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.9, 'e': 0.16235012670339277}",20,3,7.913638269598667,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1819,False,"{'a': 0.9, 'e': 0.16218785772470118}",20,12,3.7744052378919557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1820,False,"{'a': 0.9, 'e': 0.16202575093388075}",25,20,7.407683510256941,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.9, 'e': 0.16186380616882481}",20,12,-6.404657581330101,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1822,False,"{'a': 0.9, 'e': 0.1617020232675885}",30,17,24.50827932309581,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.9, 'e': 0.16154040206838896}",20,12,7.907530517016133,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.9, 'e': 0.16137894240960493}",20,4,3.234192522807124,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1825,False,"{'a': 0.9, 'e': 0.16121764412977677}",20,2,29.387471923577234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.9, 'e': 0.16105650706760616}",30,16,9.250909051312764,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1827,False,"{'a': 0.9, 'e': 0.16089553106195606}",25,0,-1.5259618571393934,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1828,False,"{'a': 0.9, 'e': 0.16073471595185038}",20,1,21.057963681646623,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1829,False,"{'a': 0.9, 'e': 0.1605740615764741}",20,0,17.31698401175264,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1830,False,"{'a': 0.9, 'e': 0.16041356777517274}",20,9,-20.546606069241715,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1831,False,"{'a': 0.9, 'e': 0.16025323438745256}",30,22,3.9266917259182197,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.9, 'e': 0.1600930612529801}",25,8,-28.69750332603182,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1833,False,"{'a': 0.9, 'e': 0.15993304821158225}",25,12,-17.79084091179485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1834,False,"{'a': 0.9, 'e': 0.15977319510324592}",30,18,-19.970765201828872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1835,False,"{'a': 0.9, 'e': 0.15961350176811803}",25,8,29.271015292258895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.9, 'e': 0.15945396804650516}",20,0,23.665994225998123,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1837,False,"{'a': 0.9, 'e': 0.1592945937788737}",30,7,14.645918602350008,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1838,False,"{'a': 0.9, 'e': 0.15913537880584921}",20,11,17.62314170969518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.9, 'e': 0.15897632296821687}",25,4,28.910124810292338,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.9, 'e': 0.15881742610692068}",20,9,22.767288190869543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.9, 'e': 0.15865868806306388}",20,14,10.983312621172152,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.9, 'e': 0.1585001086779083}",30,13,-36.72032973585955,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1843,False,"{'a': 0.9, 'e': 0.1583416877928747}",25,13,1.6894277702445093,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1844,False,"{'a': 0.9, 'e': 0.15818342524954201}",30,16,29.191715781860665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.9, 'e': 0.1580253208896478}",30,16,27.349259227135914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.9, 'e': 0.1578673745550876}",20,13,12.15384957250287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.9, 'e': 0.15770958608791516}",30,18,20.946663700331374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.9, 'e': 0.15755195533034191}",25,11,26.304778205329228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.9, 'e': 0.15739448212473714}",25,12,-22.89593566019772,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1850,False,"{'a': 0.9, 'e': 0.1572371663136276}",20,0,22.20255498750704,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.9, 'e': 0.1570800077396975}",25,8,-14.146358621252615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1852,False,"{'a': 0.9, 'e': 0.1569230062457882}",20,14,9.536773906276732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.9, 'e': 0.15676616167489826}",20,9,-45.07321153440889,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
1854,False,"{'a': 0.9, 'e': 0.156609473870183}",25,8,10.403116672118983,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1855,False,"{'a': 0.9, 'e': 0.15645294267495474}",30,13,29.89504909664563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.9, 'e': 0.15629656793268212}",30,8,-5.085351889264357,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1857,False,"{'a': 0.9, 'e': 0.15614034948699052}",30,7,26.969458368266622,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1858,False,"{'a': 0.9, 'e': 0.15598428718166135}",25,16,-20.86283868836555,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1859,False,"{'a': 0.9, 'e': 0.15582838086063242}",35,3,-55.353325539327635,"{0: 25, 1: 0, 2: 4, 3: 3, 4: 0}",1
1860,False,"{'a': 0.9, 'e': 0.1556726303679973}",35,13,9.221598566096082,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1861,False,"{'a': 0.9, 'e': 0.15551703554800556}",20,2,31.906171164652065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.9, 'e': 0.15536159624506227}",20,14,0.4443016154107222,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.9, 'e': 0.15520631230372822}",30,0,37.69651636056323,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1864,False,"{'a': 0.9, 'e': 0.15505118356871936}",20,7,13.262228083406775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1865,False,"{'a': 0.9, 'e': 0.15489620988490704}",35,23,14.978465954533258,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1866,False,"{'a': 0.9, 'e': 0.1547413910973175}",20,10,-22.26708056393974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1867,False,"{'a': 0.9, 'e': 0.15458672705113194}",30,24,11.575685672303452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.9, 'e': 0.15443221759168632}",30,0,44.21715788050604,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1869,False,"{'a': 0.9, 'e': 0.15427786256447115}",20,13,5.84782541655559,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.9, 'e': 0.1541236618151314}",30,0,-6.315270936576573,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1871,False,"{'a': 0.9, 'e': 0.15396961518946634}",25,11,29.130014539188817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.9, 'e': 0.15381572253342926}",20,10,3.8812376722805784,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1873,False,"{'a': 0.9, 'e': 0.15366198369312759}",20,0,-24.176254509235076,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1874,False,"{'a': 0.9, 'e': 0.15350839851482234}",25,17,13.756444667374808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.9, 'e': 0.15335496684492847}",20,7,2.1486093852894683,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1876,False,"{'a': 0.9, 'e': 0.15320168853001417}",25,15,-23.235796722078423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1877,False,"{'a': 0.9, 'e': 0.1530485634168012}",35,15,28.279481548371677,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1878,False,"{'a': 0.9, 'e': 0.15289559135216438}",30,20,20.814374176991777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.9, 'e': 0.15274277218313168}",25,20,9.676014706683093,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.9, 'e': 0.15259010575688386}",35,17,-42.341844221522734,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
1881,False,"{'a': 0.9, 'e': 0.15243759192075454}",25,11,14.033310861746239,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1882,False,"{'a': 0.9, 'e': 0.1522852305222298}",20,15,13.064697946818594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.9, 'e': 0.15213302140894833}",20,0,18.948464819905382,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1884,False,"{'a': 0.9, 'e': 0.1519809644287009}",20,14,10.68900946450411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.9, 'e': 0.1518290594294306}",30,18,24.599731973552565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.9, 'e': 0.15167730625923234}",20,2,20.101373250157614,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1887,False,"{'a': 0.9, 'e': 0.15152570476635302}",20,9,19.93825139254551,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.9, 'e': 0.1513742547991911}",20,3,-3.9332422994068406,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1889,False,"{'a': 0.9, 'e': 0.15122295620629655}",30,17,0.41485119266275206,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1890,False,"{'a': 0.9, 'e': 0.15107180883637084}",20,9,21.559542637618517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.9, 'e': 0.15092081253826656}",30,6,33.81319820067824,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1892,False,"{'a': 0.9, 'e': 0.15076996716098734}",20,2,2.496284302341042,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1893,False,"{'a': 0.9, 'e': 0.15061927255368793}",20,8,20.869835263044166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.9, 'e': 0.15046872856567356}",25,15,6.160609102696455,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1895,False,"{'a': 0.9, 'e': 0.15031833504640033}",20,15,10.052700894760411,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.9, 'e': 0.15016809184547464}",20,12,15.952722085675584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.9, 'e': 0.15001799881265335}",25,13,2.7135124195603515,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1898,False,"{'a': 0.9, 'e': 0.14986805579784332}",20,5,27.288699215209743,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.9, 'e': 0.14971826265110164}",20,2,35.77891260985986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.9, 'e': 0.14956861922263504}",20,8,10.98075095639569,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1901,False,"{'a': 0.9, 'e': 0.14941912536280016}",20,13,11.84130930372637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.9, 'e': 0.14926978092210305}",20,6,24.018118011559707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.9, 'e': 0.14912058575119935}",35,23,22.751284112267342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.9, 'e': 0.1489715397008938}",30,10,31.281952833480318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.9, 'e': 0.14882264262214037}",20,12,15.165943902865765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.9, 'e': 0.14867389436604195}",20,15,10.817984171767023,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.9, 'e': 0.14852529478385032}",25,11,14.766450073430752,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1908,False,"{'a': 0.9, 'e': 0.14837684372696583}",20,11,17.86749587579459,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.9, 'e': 0.14822854104693745}",25,6,21.415931411657333,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1910,False,"{'a': 0.9, 'e': 0.14808038659546244}",20,6,23.088621883243643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.9, 'e': 0.1479323802243864}",20,6,28.10336455901828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.9, 'e': 0.14778452178570287}",20,7,20.10614576694637,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.9, 'e': 0.14763681113155347}",20,14,10.249431038812139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.9, 'e': 0.14748924811422748}",30,18,11.955279363013066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1915,False,"{'a': 0.9, 'e': 0.14734183258616193}",20,9,11.145264255628454,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1916,False,"{'a': 0.9, 'e': 0.14719456439994122}",20,16,9.147543809910406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.9, 'e': 0.1470474434082972}",25,11,-24.3584506844626,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1918,False,"{'a': 0.9, 'e': 0.1469004694641088}",20,14,10.14042861584342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.9, 'e': 0.14675364242040215}",30,7,18.600379707700295,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1920,False,"{'a': 0.9, 'e': 0.14660696213035015}",25,12,24.83965330385876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.9, 'e': 0.14646042844727247}",20,5,25.406026907426092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.9, 'e': 0.14631404122463545}",20,4,-34.76316164375644,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1923,False,"{'a': 0.9, 'e': 0.14616780031605184}",20,9,18.283750598824177,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.9, 'e': 0.14602170557528074}",30,16,29.070401300897913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.9, 'e': 0.14587575685622736}",20,12,15.409622315436204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.9, 'e': 0.14572995401294303}",20,5,14.094060397183085,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1927,False,"{'a': 0.9, 'e': 0.14558429689962482}",25,12,25.205325124229027,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.9, 'e': 0.1454387853706157}",20,13,-9.700682273012323,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1929,False,"{'a': 0.9, 'e': 0.145293419280404}",20,3,30.389824634005095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.9, 'e': 0.14514819848362373}",30,16,26.421399361346744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.9, 'e': 0.145003122835054}",25,12,24.32832540779571,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.9, 'e': 0.14485819218961926}",20,0,29.337581915454837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.9, 'e': 0.14471340640238872}",20,6,-0.11623364707571504,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1934,False,"{'a': 0.9, 'e': 0.14456876532857668}",25,0,37.37778875971929,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1935,False,"{'a': 0.9, 'e': 0.14442426882354198}",30,16,25.340959998539685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.9, 'e': 0.14427991674278817}",30,20,21.358422042486552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.9, 'e': 0.1441357089419631}",20,10,-18.118453922790216,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1938,False,"{'a': 0.9, 'e': 0.143991645276859}",25,3,33.033635439963724,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.9, 'e': 0.14384772560341216}",25,7,32.03049487532681,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.9, 'e': 0.14370394977770293}",25,17,-28.398145933048657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1941,False,"{'a': 0.9, 'e': 0.14356031765595542}",20,9,10.664460427861107,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1942,False,"{'a': 0.9, 'e': 0.14341682909453757}",25,5,-18.73510985415124,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1943,False,"{'a': 0.9, 'e': 0.14327348394996073}",20,0,29.01754901266791,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1944,False,"{'a': 0.9, 'e': 0.14313028207887982}",20,3,31.745194436707525,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.9, 'e': 0.14298722333809288}",30,23,14.60025808687254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.9, 'e': 0.14284430758454122}",20,8,23.755014810190968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.9, 'e': 0.14270153467530902}",20,0,22.10314922497833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1948,False,"{'a': 0.9, 'e': 0.14255890446762343}",20,13,12.158896497979018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.9, 'e': 0.14241641681885414}",20,12,16.235800742823653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.9, 'e': 0.1422740715865136}",25,0,11.307059601850572,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1951,False,"{'a': 0.9, 'e': 0.1421318686282564}",25,5,34.943970381438696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.9, 'e': 0.14198980780187978}",20,0,-8.364333037311903,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1953,False,"{'a': 0.9, 'e': 0.14184788896532272}",30,21,18.52922282638383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.9, 'e': 0.1417061119766665}",20,5,17.71113475016809,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.9, 'e': 0.14156447669413402}",20,0,-18.259006606754415,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1956,False,"{'a': 0.9, 'e': 0.14142298297609007}",20,14,9.021027829510093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.9, 'e': 0.14128163068104085}",25,15,20.252143243457166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.9, 'e': 0.1411404196676341}",30,13,-11.901221391469988,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1959,False,"{'a': 0.9, 'e': 0.14099934979465875}",25,2,26.15903100041728,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.9, 'e': 0.140858420921045}",20,16,6.445840824009499,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.9, 'e': 0.14071763290586387}",20,4,-6.626317572319161,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1962,False,"{'a': 0.9, 'e': 0.1405769856083274}",20,3,-12.911717232720777,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1963,False,"{'a': 0.9, 'e': 0.1404364788877882}",25,11,8.16389896374906,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1964,False,"{'a': 0.9, 'e': 0.14029611260373964}",20,0,32.153790984479514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1965,False,"{'a': 0.9, 'e': 0.14015588661581535}",20,0,-73.64323429139627,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1966,False,"{'a': 0.9, 'e': 0.1400158007837894}",20,4,22.738562230732047,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
